MohoSwitch1
1 etc
3 AI
5 L
7 O
9 WQ
11 E
13 L
15 etc
19 U
21 AI
23 etc
27 O
29 MBP
31 etc
33 U
35 etc
37 AI
39 FV
41 AI
43 L
45 rest
